Country,Date,Total Cases,Deaths,Recovered,Active Cases
Burkina Faso,2020-04-04,318,16,66,236
Burkina Faso,2020-04-05,345,17,90,238
Burkina Faso,2020-04-06,364,18,108,238
Burkina Faso,2020-04-07,384,19,127,238
Burkina Faso,2020-04-08,414,23,134,257
Burkina Faso,2020-04-09,443,24,146,273
Burkina Faso,2020-04-10,448,26,149,273
Burkina Faso,2020-04-11,484,27,155,302
Burkina Faso,2020-04-12,484,27,,
Burkina Faso,2020-04-13,484,27,,
Burkina Faso,2020-04-14,484,27,,
Burkina Faso,2020-04-15,484,27,,
Burkina Faso,2020-04-16,484,27,,
Albania,2020-03-08,2,0,0,2
Albania,2020-03-09,6,0,0,6
Albania,2020-03-10,10,0,0,10
Albania,2020-03-11,15,1,0,14
Albania,2020-03-12,23,1,0,22
Albania,2020-03-13,33,1,0,32
Albania,2020-03-14,38,1,0,37
Albania,2020-03-15,42,1,0,41
Albania,2020-03-16,51,1,0,50
Albania,2020-03-17,55,1,0,54
Albania,2020-03-18,59,2,0,57
Albania,2020-03-19,64,2,0,62
Albania,2020-03-20,70,2,2,66
Albania,2020-03-21,76,2,3,71
Albania,2020-03-22,89,3,3,83
Albania,2020-03-23,104,4,5,95
Albania,2020-03-24,123,5,10,108
Albania,2020-03-25,146,5,17,124
Albania,2020-03-26,174,6,17,151
Albania,2020-03-27,186,8,31,147
Albania,2020-03-28,197,10,33,154
Albania,2020-03-29,212,10,40,162
Albania,2020-03-30,223,11,44,168
Albania,2020-03-31,243,13,52,178
Albania,2020-04-01,259,15,67,177
Albania,2020-04-02,277,16,76,185
Albania,2020-04-03,304,17,89,198
Albania,2020-04-04,333,18,89,226
Albania,2020-04-05,361,20,104,237
Albania,2020-04-06,377,21,116,240
Albania,2020-04-07,383,22,131,230
Albania,2020-04-08,400,22,154,224
Albania,2020-04-09,409,22,165,222
Albania,2020-04-10,416,23,182,211
Albania,2020-04-11,433,23,197,213
Albania,2020-04-12,446,23,217,206
Albania,2020-04-13,467,24,232,211
Albania,2020-04-14,475,24,248,203
Albania,2020-04-15,494,25,251,218
Albania,2020-04-16,518,26,277,215
Albania,2020-04-17,539,26,283,230
Albania,2020-04-18,548,26,302,220
Albania,2020-04-19,562,26,314,222
Albania,2020-04-20,584,26,327,231
Kyrgyzstan,2020-03-18,3,0,0,3
Kyrgyzstan,2020-03-19,3,0,0,3
Kyrgyzstan,2020-03-20,6,0,0,6
Kyrgyzstan,2020-03-21,12,0,0,12
Kyrgyzstan,2020-03-22,14,0,0,14
Kyrgyzstan,2020-03-23,16,0,0,16
Kyrgyzstan,2020-03-24,42,0,0,42
Kyrgyzstan,2020-03-25,42,0,0,42
Kyrgyzstan,2020-03-26,42,0,0,42
Kyrgyzstan,2020-03-27,58,0,0,58
Kyrgyzstan,2020-03-28,58,0,0,58
Kyrgyzstan,2020-03-29,84,0,0,84
Kyrgyzstan,2020-03-30,94,0,3,91
Kyrgyzstan,2020-03-31,107,0,3,104
Kyrgyzstan,2020-04-01,111,0,3,108
Kyrgyzstan,2020-04-02,116,1,5,110
Kyrgyzstan,2020-04-03,130,1,5,124
Kyrgyzstan,2020-04-04,144,2,9,133
Kyrgyzstan,2020-04-05,147,2,9,136
Kyrgyzstan,2020-04-06,216,4,10,202
Kyrgyzstan,2020-04-07,228,4,23,201
Kyrgyzstan,2020-04-08,270,4,25,241
Kyrgyzstan,2020-04-09,280,4,30,246
Kyrgyzstan,2020-04-10,298,5,39,254
Kyrgyzstan,2020-04-11,339,5,44,290
Kyrgyzstan,2020-04-12,377,5,54,318
Kyrgyzstan,2020-04-13,419,5,67,347
Kyrgyzstan,2020-04-14,430,5,71,354
Kyrgyzstan,2020-04-15,449,5,78,366
Kyrgyzstan,2020-04-16,466,5,91,370
Kyrgyzstan,2020-04-17,489,5,114,370
Kyrgyzstan,2020-04-18,506,5,130,371
Kyrgyzstan,2020-04-19,554,5,133,416
Kyrgyzstan,2020-04-20,568,7,201,360
Bolivia ,2020-03-10,2,0,0,2
Bolivia ,2020-03-11,2,0,0,2
Bolivia ,2020-03-12,3,0,0,3
Bolivia ,2020-03-13,10,0,0,10
Bolivia ,2020-03-14,10,0,0,10
Bolivia ,2020-03-15,11,0,0,11
Bolivia ,2020-03-16,11,0,0,11
Bolivia ,2020-03-17,12,0,0,12
Bolivia ,2020-03-18,12,0,0,12
Bolivia ,2020-03-19,16,0,0,16
Bolivia ,2020-03-20,19,0,0,19
Bolivia ,2020-03-21,20,0,0,20
Bolivia ,2020-03-22,27,0,0,27
Bolivia ,2020-03-23,28,0,0,28
Bolivia ,2020-03-24,32,0,0,32
Bolivia ,2020-03-25,39,0,0,39
Bolivia ,2020-03-26,61,0,0,61
Bolivia ,2020-03-27,74,0,0,74
Bolivia ,2020-03-28,81,0,0,81
Bolivia ,2020-03-29,96,3,0,93
Bolivia ,2020-03-30,107,6,0,101
Bolivia ,2020-03-31,115,7,0,108
Bolivia ,2020-04-01,123,8,1,114
Bolivia ,2020-04-02,132,9,1,122
Bolivia ,2020-04-03,139,10,1,128
Bolivia ,2020-04-04,157,10,2,145
Bolivia ,2020-04-05,183,11,2,170
Bolivia ,2020-04-06,194,14,2,178
Bolivia ,2020-04-07,210,15,2,193
Bolivia ,2020-04-08,264,18,2,244
Bolivia ,2020-04-09,268,19,2,247
Bolivia ,2020-04-10,275,20,2,253
Bolivia ,2020-04-11,300,24,2,274
Bolivia ,2020-04-12,330,27,2,301
Bolivia ,2020-04-13,354,28,6,320
Bolivia ,2020-04-14,397,28,7,362
Bolivia ,2020-04-15,441,29,14,398
Bolivia ,2020-04-16,465,31,26,408
Bolivia ,2020-04-17,493,31,31,431
Bolivia ,2020-04-18,520,32,31,457
Bolivia ,2020-04-19,564,33,31,500
Bolivia ,2020-04-20,598,34,37,527
Uruguay,2020-03-13,4,0,0,4
Uruguay,2020-03-14,6,0,0,6
Uruguay,2020-03-15,8,0,0,8
Uruguay,2020-03-16,29,0,0,29
Uruguay,2020-03-17,50,0,0,50
Uruguay,2020-03-18,79,0,0,79
Uruguay,2020-03-19,94,0,0,94
Uruguay,2020-03-20,110,0,0,110
Uruguay,2020-03-21,135,0,0,135
Uruguay,2020-03-22,158,0,0,158
Uruguay,2020-03-23,162,0,0,162
Uruguay,2020-03-24,189,0,0,189
Uruguay,2020-03-25,217,0,0,217
Uruguay,2020-03-26,238,0,0,238
Uruguay,2020-03-27,274,0,0,274
Uruguay,2020-03-28,304,1,0,303
Uruguay,2020-03-29,309,1,0,308
Uruguay,2020-03-30,320,1,25,294
Uruguay,2020-03-31,338,1,41,296
Uruguay,2020-04-01,350,2,62,286
Uruguay,2020-04-02,369,4,68,297
Uruguay,2020-04-03,386,4,86,296
Uruguay,2020-04-04,400,5,93,302
Uruguay,2020-04-05,406,6,104,296
Uruguay,2020-04-06,415,6,123,286
Uruguay,2020-04-07,424,7,150,267
Uruguay,2020-04-08,456,7,192,257
Uruguay,2020-04-09,473,7,206,260
Uruguay,2020-04-10,494,7,214,273
Uruguay,2020-04-11,501,7,224,270
Uruguay,2020-04-12,480,7,224,249
Uruguay,2020-04-13,483,8,248,227
Uruguay,2020-04-14,492,8,260,224
Uruguay,2020-04-15,493,9,272,212
Uruguay,2020-04-16,502,9,286,207
Uruguay,2020-04-17,508,9,294,205
Uruguay,2020-04-18,517,9,298,210
Uruguay,2020-04-19,528,10,298,220
Uruguay,2020-04-20,535,10,313,212
Kosovo,2020-03-06,2,0,0,2
Kosovo,2020-03-14,5,0,0,5
Kosovo,2020-03-15,9,0,0,9
Kosovo,2020-03-16,15,0,0,15
Kosovo,2020-03-17,19,0,0,19
Kosovo,2020-03-18,20,0,0,20
Kosovo,2020-03-19,21,0,0,21
Kosovo,2020-03-20,24,0,0,24
Kosovo,2020-03-21,30,0,0,30
Kosovo,2020-03-22,33,1,0,32
Kosovo,2020-03-23,61,1,0,60
Kosovo,2020-03-24,63,1,1,61
Kosovo,2020-03-25,71,1,1,69
Kosovo,2020-03-26,86,1,1,84
Kosovo,2020-03-27,88,1,1,86
Kosovo,2020-03-28,91,1,1,89
Kosovo,2020-03-29,94,1,1,92
Kosovo,2020-03-30,106,1,1,104
Kosovo,2020-03-31,112,1,6,105
Kosovo,2020-04-01,125,1,10,114
Kosovo,2020-04-02,126,1,10,115
Kosovo,2020-04-03,132,1,16,115
Kosovo,2020-04-04,140,1,23,116
Kosovo,2020-04-05,145,1,23,121
Kosovo,2020-04-06,165,3,24,138
Kosovo,2020-04-07,184,5,30,149
Kosovo,2020-04-08,224,6,37,181
Kosovo,2020-04-09,227,7,38,182
Kosovo,2020-04-10,250,7,52,191
Kosovo,2020-04-11,283,7,58,218
Kosovo,2020-04-12,362,7,59,296
Kosovo,2020-04-13,377,8,63,306
Kosovo,2020-04-14,387,8,66,313
Kosovo,2020-04-15,423,9,71,343
Kosovo,2020-04-16,449,11,79,359
Kosovo,2020-04-17,480,12,84,384
Kosovo,2020-04-18,510,12,93,405
Kosovo,2020-04-19,561,12,102,447
Kosovo,2020-04-20,598,15,123,460
Honduras,2020-03-10,2,0,0,2
Honduras,2020-03-11,2,0,0,2
Honduras,2020-03-12,2,0,0,2
Honduras,2020-03-13,3,0,0,3
Honduras,2020-03-14,3,0,0,3
Honduras,2020-03-15,6,0,0,6
Honduras,2020-03-16,8,0,0,8
Honduras,2020-03-17,9,0,0,9
Honduras,2020-03-18,12,0,0,12
Honduras,2020-03-19,24,0,0,24
Honduras,2020-03-20,24,0,0,24
Honduras,2020-03-21,26,0,0,26
Honduras,2020-03-22,27,0,0,27
Honduras,2020-03-23,30,0,0,30
Honduras,2020-03-24,36,0,0,36
Honduras,2020-03-25,52,0,0,52
Honduras,2020-03-26,68,1,0,67
Honduras,2020-03-27,95,1,3,91
Honduras,2020-03-28,110,4,3,103
Honduras,2020-03-29,139,4,3,132
Honduras,2020-03-30,141,7,3,131
Honduras,2020-03-31,172,10,3,159
Honduras,2020-04-01,219,14,3,202
Honduras,2020-04-02,222,15,3,204
Honduras,2020-04-03,264,15,3,246
Honduras,2020-04-04,268,22,6,240
Honduras,2020-04-05,298,22,6,270
Honduras,2020-04-06,305,22,6,277
Honduras,2020-04-07,312,22,6,284
Honduras,2020-04-08,343,23,6,314
Honduras,2020-04-09,382,23,7,352
Honduras,2020-04-10,392,24,7,361
Honduras,2020-04-11,393,25,7,361
Honduras,2020-04-12,397,25,7,365
Honduras,2020-04-13,407,26,7,374
Honduras,2020-04-14,419,31,9,379
Honduras,2020-04-15,426,35,9,382
Honduras,2020-04-16,442,41,10,391
Honduras,2020-04-17,457,46,10,401
Honduras,2020-04-18,472,46,15,411
Honduras,2020-04-19,477,46,25,406
Honduras,2020-04-20,494,46,29,419
San Marino,2020-02-27,1,0,0,1
San Marino,2020-02-28,2,0,0,2
San Marino,2020-02-29,3,0,0,3
San Marino,2020-03-01,8,0,0,8
San Marino,2020-03-02,9,1,0,8
San Marino,2020-03-03,11,1,0,10
San Marino,2020-03-04,16,1,0,15
San Marino,2020-03-05,22,1,0,21
San Marino,2020-03-06,24,1,0,23
San Marino,2020-03-07,27,1,0,26
San Marino,2020-03-08,37,1,0,36
San Marino,2020-03-09,51,2,0,49
San Marino,2020-03-10,62,2,0,60
San Marino,2020-03-11,69,3,0,66
San Marino,2020-03-12,72,5,0,67
San Marino,2020-03-13,80,5,2,73
San Marino,2020-03-14,101,5,4,92
San Marino,2020-03-15,109,7,4,98
San Marino,2020-03-16,115,9,4,102
San Marino,2020-03-17,119,11,4,104
San Marino,2020-03-18,127,14,4,109
San Marino,2020-03-19,144,14,4,126
San Marino,2020-03-20,151,14,4,133
San Marino,2020-03-21,160,20,4,136
San Marino,2020-03-22,175,20,4,151
San Marino,2020-03-23,187,20,4,163
San Marino,2020-03-24,187,21,4,162
San Marino,2020-03-25,208,21,4,183
San Marino,2020-03-26,218,21,5,192
San Marino,2020-03-27,223,21,6,196
San Marino,2020-03-28,224,22,6,196
San Marino,2020-03-29,229,24,12,193
San Marino,2020-03-30,230,25,13,192
San Marino,2020-03-31,236,26,13,197
San Marino,2020-04-01,236,28,13,195
San Marino,2020-04-02,245,30,21,194
San Marino,2020-04-03,251,32,26,193
San Marino,2020-04-04,259,32,27,200
San Marino,2020-04-05,266,32,35,199
San Marino,2020-04-06,277,32,40,205
San Marino,2020-04-07,279,34,40,205
San Marino,2020-04-08,308,34,45,229
San Marino,2020-04-09,333,34,49,250
San Marino,2020-04-10,344,34,50,260
San Marino,2020-04-11,356,35,53,268
San Marino,2020-04-12,356,35,53,268
San Marino,2020-04-13,371,36,53,282
San Marino,2020-04-14,372,36,53,283
San Marino,2020-04-15,393,36,53,304
San Marino,2020-04-16,426,38,55,333
San Marino,2020-04-17,435,39,57,339
San Marino,2020-04-18,455,39,60,356
San Marino,2020-04-19,461,39,60,362
San Marino,2020-04-20,462,39,61,362
Palestine,2020-03-05,7,0,0,7
Palestine,2020-03-06,7,0,0,7
Palestine,2020-03-07,22,0,0,22
Palestine,2020-03-08,22,0,0,22
Palestine,2020-03-09,27,0,0,27
Palestine,2020-03-10,27,0,0,27
Palestine,2020-03-11,27,0,0,27
Palestine,2020-03-12,27,0,0,27
Palestine,2020-03-13,35,0,0,35
Palestine,2020-03-14,38,0,0,38
Palestine,2020-03-15,38,0,0,38
Palestine,2020-03-16,39,0,0,39
Palestine,2020-03-17,39,0,0,39
Palestine,2020-03-18,44,0,0,44
Palestine,2020-03-19,47,0,0,47
Palestine,2020-03-20,48,0,0,48
Palestine,2020-03-21,53,0,0,53
Palestine,2020-03-22,59,0,0,59
Palestine,2020-03-24,60,0,17,43
Palestine,2020-03-25,62,1,17,44
Palestine,2020-03-26,86,1,17,68
Palestine,2020-03-27,86,1,17,68
Palestine,2020-03-28,86,1,17,68
Palestine,2020-03-29,86,1,17,68
Palestine,2020-03-30,115,1,17,97
Palestine,2020-03-31,115,1,18,96
Palestine,2020-04-01,115,1,18,96
Palestine,2020-04-02,160,1,18,141
Palestine,2020-04-03,194,1,21,172
Palestine,2020-04-04,217,1,23,193
Palestine,2020-04-05,237,1,24,212
Palestine,2020-04-06,254,1,24,229
Palestine,2020-04-07,261,1,44,216
Palestine,2020-04-08,263,1,44,218
Palestine,2020-04-09,263,1,45,217
Palestine,2020-04-10,267,2,46,219
Palestine,2020-04-11,268,2,57,209
Palestine,2020-04-12,271,2,58,211
Palestine,2020-04-13,274,2,58,214
Palestine,2020-04-14,288,2,62,224
Palestine,2020-04-15,291,2,62,227
Palestine,2020-04-16,294,2,62,230
Palestine,2020-04-17,307,2,69,236
Palestine,2020-04-18,313,2,69,242
Palestine,2020-04-19,322,2,71,249
Malta,2020-03-07,3,0,0,3
Malta,2020-03-08,3,0,0,3
Malta,2020-03-09,5,0,0,5
Malta,2020-03-10,5,0,0,5
Malta,2020-03-11,7,0,0,7
Malta,2020-03-12,9,0,0,9
Malta,2020-03-13,13,0,1,12
Malta,2020-03-14,18,0,1,17
Malta,2020-03-15,21,0,2,19
Malta,2020-03-16,30,0,2,28
Malta,2020-03-17,38,0,2,36
Malta,2020-03-18,48,0,2,46
Malta,2020-03-19,53,0,2,51
Malta,2020-03-20,64,0,2,62
Malta,2020-03-21,73,0,2,71
Malta,2020-03-22,90,0,2,88
Malta,2020-03-23,107,0,2,105
Malta,2020-03-24,110,0,2,108
Malta,2020-03-25,129,0,2,127
Malta,2020-03-26,134,0,2,132
Malta,2020-03-27,139,0,2,137
Malta,2020-03-28,149,0,2,147
Malta,2020-03-29,151,0,2,149
Malta,2020-03-30,156,0,2,154
Malta,2020-03-31,169,0,2,167
Malta,2020-04-01,188,0,2,186
Malta,2020-04-02,195,0,2,193
Malta,2020-04-03,202,0,2,200
Malta,2020-04-04,213,0,2,211
Malta,2020-04-05,227,0,5,222
Malta,2020-04-06,241,0,5,236
Malta,2020-04-07,293,0,5,288
Malta,2020-04-08,299,1,5,293
Malta,2020-04-09,337,2,16,319
Malta,2020-04-10,350,2,16,332
Malta,2020-04-11,370,3,16,351
Malta,2020-04-12,378,3,44,331
Malta,2020-04-13,384,3,44,337
Malta,2020-04-14,393,3,44,346
Malta,2020-04-15,399,3,44,352
Malta,2020-04-16,412,3,82,327
Malta,2020-04-17,422,3,91,328
Malta,2020-04-18,426,3,99,324
Malta,2020-04-19,427,3,118,306
Malta,2020-04-20,431,3,126,302
Taiwan,2020-01-20,0,0,0,0
Taiwan,2020-01-21,1,0,0,1
Taiwan,2020-01-22,1,0,0,1
Taiwan,2020-01-23,1,0,0,1
Taiwan,2020-01-24,3,0,0,3
Taiwan,2020-01-25,3,0,0,3
Taiwan,2020-01-26,4,0,0,4
Taiwan,2020-01-27,5,0,0,5
Taiwan,2020-01-28,8,0,0,8
Taiwan,2020-01-29,8,0,0,8
Taiwan,2020-01-30,9,0,0,9
Taiwan,2020-01-31,10,0,0,10
Taiwan,2020-02-01,10,0,0,10
Taiwan,2020-02-02,10,0,0,10
Taiwan,2020-02-03,10,0,0,10
Taiwan,2020-02-04,11,0,0,11
Taiwan,2020-02-05,11,0,0,11
Taiwan,2020-02-06,16,0,1,15
Taiwan,2020-02-07,16,0,1,15
Taiwan,2020-02-08,17,0,1,16
Taiwan,2020-02-09,18,0,1,17
Taiwan,2020-02-10,18,0,1,17
Taiwan,2020-02-11,18,0,1,17
Taiwan,2020-02-12,18,0,1,17
Taiwan,2020-02-13,18,0,2,16
Taiwan,2020-02-14,18,0,2,16
Taiwan,2020-02-15,18,0,2,16
Taiwan,2020-02-16,20,1,2,17
Taiwan,2020-02-17,22,1,2,19
Taiwan,2020-02-18,22,1,2,19
Taiwan,2020-02-19,24,1,3,20
Taiwan,2020-02-20,24,1,4,19
Taiwan,2020-02-21,26,1,4,21
Taiwan,2020-02-22,26,1,5,20
Taiwan,2020-02-23,28,1,5,22
Taiwan,2020-02-24,30,1,5,24
Taiwan,2020-02-25,31,1,5,25
Taiwan,2020-02-26,32,1,5,26
Taiwan,2020-02-27,32,1,6,25
Taiwan,2020-02-28,34,1,9,24
Taiwan,2020-02-29,39,1,9,29
Taiwan,2020-03-01,40,1,12,27
Taiwan,2020-03-02,41,1,12,28
Taiwan,2020-03-03,42,1,12,29
Taiwan,2020-03-04,42,1,12,29
Taiwan,2020-03-05,44,1,12,31
Taiwan,2020-03-06,45,1,12,32
Taiwan,2020-03-07,45,1,15,29
Taiwan,2020-03-08,45,1,15,29
Taiwan,2020-03-09,45,1,15,29
Taiwan,2020-03-10,47,1,17,29
Taiwan,2020-03-11,48,1,17,30
Taiwan,2020-03-12,49,1,20,28
Taiwan,2020-03-13,50,1,20,29
Taiwan,2020-03-14,53,1,20,32
Taiwan,2020-03-15,59,1,20,38
Taiwan,2020-03-16,67,1,22,44
Taiwan,2020-03-17,77,1,22,54
Taiwan,2020-03-18,100,1,22,77
Taiwan,2020-03-19,108,1,26,81
Taiwan,2020-03-20,135,2,28,105
Taiwan,2020-03-21,153,2,28,123
Taiwan,2020-03-22,169,2,28,139
Taiwan,2020-03-23,195,2,29,164
Taiwan,2020-03-24,215,2,29,184
Taiwan,2020-03-25,235,2,29,204
Taiwan,2020-03-26,252,2,29,221
Taiwan,2020-03-27,267,2,30,235
Taiwan,2020-03-28,283,2,30,251
Taiwan,2020-03-29,298,2,39,257
Taiwan,2020-03-30,306,5,39,262
Taiwan,2020-03-31,322,5,39,278
Taiwan,2020-04-01,329,5,45,279
Taiwan,2020-04-02,339,5,50,284
Taiwan,2020-04-03,348,5,50,293
Taiwan,2020-04-04,355,5,50,300
Taiwan,2020-04-05,363,5,54,304
Taiwan,2020-04-06,373,5,57,311
Taiwan,2020-04-07,376,5,61,310
Taiwan,2020-04-08,379,5,67,307
Taiwan,2020-04-09,380,5,80,295
Taiwan,2020-04-10,382,6,91,285
Taiwan,2020-04-11,385,6,99,280
Taiwan,2020-04-12,388,6,109,273
Taiwan,2020-04-13,393,6,114,273
Taiwan,2020-04-14,393,6,124,263
Taiwan,2020-04-15,395,6,137,252
Taiwan,2020-04-16,395,6,155,234
Taiwan,2020-04-17,395,6,166,223
Taiwan,2020-04-18,398,6,178,214
Taiwan,2020-04-19,420,6,189,225
Taiwan,2020-04-20,422,6,203,213
Taiwan,2020-04-21,425,6,217,202
Jordan,2020-03-02,1,0,0,1
Jordan,2020-03-03,1,0,0,1
Jordan,2020-03-04,1,0,0,1
Jordan,2020-03-05,1,0,0,1
Jordan,2020-03-06,1,0,0,1
Jordan,2020-03-07,1,0,0,1
Jordan,2020-03-08,1,0,0,1
Jordan,2020-03-09,1,0,0,1
Jordan,2020-03-10,1,0,0,1
Jordan,2020-03-11,1,0,0,1
Jordan,2020-03-12,1,0,0,1
Jordan,2020-03-13,1,0,0,1
Jordan,2020-03-14,1,0,1,0
Jordan,2020-03-15,12,0,1,11
Jordan,2020-03-16,29,0,1,28
Jordan,2020-03-17,40,0,1,39
Jordan,2020-03-18,56,0,1,55
Jordan,2020-03-19,69,0,1,68
Jordan,2020-03-20,84,0,1,83
Jordan,2020-03-21,99,0,1,98
Jordan,2020-03-22,112,0,1,111
Jordan,2020-03-23,127,0,1,126
Jordan,2020-03-24,153,0,1,152
Jordan,2020-03-25,172,0,1,171
Jordan,2020-03-26,212,0,2,210
Jordan,2020-03-27,235,0,18,217
Jordan,2020-03-28,246,1,18,227
Jordan,2020-03-29,259,3,18,238
Jordan,2020-03-30,268,5,26,237
Jordan,2020-03-31,274,5,30,239
Jordan,2020-04-01,278,5,36,237
Jordan,2020-04-02,299,5,45,249
Jordan,2020-04-03,310,5,58,247
Jordan,2020-04-04,323,5,74,244
Jordan,2020-04-05,345,5,110,230
Jordan,2020-04-06,349,6,126,217
Jordan,2020-04-07,353,6,138,209
Jordan,2020-04-08,358,6,150,202
Jordan,2020-04-09,372,7,161,204
Jordan,2020-04-10,372,7,170,195
Jordan,2020-04-11,381,7,177,197
Jordan,2020-04-12,389,7,201,181
Jordan,2020-04-13,391,7,215,169
Jordan,2020-04-14,397,7,235,155
Jordan,2020-04-15,401,7,250,144
Jordan,2020-04-16,402,7,259,136
Jordan,2020-04-17,407,7,265,135
Jordan,2020-04-18,413,7,269,137
Jordan,2020-04-19,417,7,276,134
Jordan,2020-04-20,425,7,282,136
Georgia,2020-02-26,1,0,0,1
Georgia,2020-02-27,1,0,0,1
Georgia,2020-02-28,1,0,0,1
Georgia,2020-02-29,3,0,0,3
Georgia,2020-03-01,3,0,0,3
Georgia,2020-03-02,3,0,0,3
Georgia,2020-03-03,3,0,0,3
Georgia,2020-03-04,3,0,0,3
Georgia,2020-03-05,4,0,0,4
Georgia,2020-03-06,9,0,0,9
Georgia,2020-03-07,12,0,0,12
Georgia,2020-03-08,13,0,0,13
Georgia,2020-03-09,15,0,0,15
Georgia,2020-03-10,23,0,0,23
Georgia,2020-03-11,24,0,0,24
Georgia,2020-03-12,25,0,0,25
Georgia,2020-03-13,26,0,0,26
Georgia,2020-03-14,30,0,0,30
Georgia,2020-03-15,33,0,1,32
Georgia,2020-03-16,33,0,1,32
Georgia,2020-03-17,34,0,1,33
Georgia,2020-03-18,38,0,1,37
Georgia,2020-03-19,40,0,1,39
Georgia,2020-03-20,44,0,1,43
Georgia,2020-03-21,49,0,1,48
Georgia,2020-03-22,54,0,3,51
Georgia,2020-03-23,61,0,8,53
Georgia,2020-03-24,70,0,9,61
Georgia,2020-03-25,75,0,10,65
Georgia,2020-03-26,79,0,11,68
Georgia,2020-03-27,83,0,14,69
Georgia,2020-03-28,90,0,16,74
Georgia,2020-03-29,91,0,18,73
Georgia,2020-03-30,103,0,20,83
Georgia,2020-03-31,110,0,21,89
Georgia,2020-04-01,117,0,23,94
Georgia,2020-04-02,134,0,26,108
Georgia,2020-04-03,155,0,28,127
Georgia,2020-04-04,162,1,36,125
Georgia,2020-04-05,174,2,36,136
Georgia,2020-04-06,188,2,39,147
Georgia,2020-04-07,196,3,46,147
Georgia,2020-04-08,211,3,50,158
Georgia,2020-04-09,218,3,51,164
Georgia,2020-04-10,234,3,54,177
Georgia,2020-04-11,242,3,60,179
Georgia,2020-04-12,257,3,67,187
Georgia,2020-04-13,272,3,68,201
Georgia,2020-04-14,296,3,69,224
Georgia,2020-04-15,306,3,71,232
Georgia,2020-04-16,348,3,76,269
Georgia,2020-04-17,370,3,79,288
Georgia,2020-04-18,388,4,86,298
Georgia,2020-04-19,394,4,93,297
Georgia,2020-04-20,402,4,95,303
Georgia,2020-04-21,408,4,95,309
Senegal,2020-03-02,1,0,0,1
Senegal,2020-03-03,1,0,0,1
Senegal,2020-03-04,4,0,0,4
Senegal,2020-03-05,4,0,0,4
Senegal,2020-03-06,4,0,0,4
Senegal,2020-03-07,4,0,0,4
Senegal,2020-03-08,4,0,0,4
Senegal,2020-03-09,4,0,0,4
Senegal,2020-03-10,5,0,0,5
Senegal,2020-03-11,5,0,0,5
Senegal,2020-03-12,10,0,0,10
Senegal,2020-03-13,10,0,0,10
Senegal,2020-03-14,10,0,0,10
Senegal,2020-03-15,24,0,0,24
Senegal,2020-03-16,24,0,0,24
Senegal,2020-03-17,24,0,0,24
Senegal,2020-03-18,24,0,0,24
Senegal,2020-03-19,36,0,0,36
Senegal,2020-03-20,47,0,0,47
Senegal,2020-03-21,56,0,5,51
Senegal,2020-03-22,67,0,5,62
Senegal,2020-03-23,79,0,5,74
Senegal,2020-03-24,86,0,8,78
Senegal,2020-03-25,99,0,9,90
Senegal,2020-03-26,105,0,9,96
Senegal,2020-03-27,119,0,11,108
Senegal,2020-03-28,130,0,18,112
Senegal,2020-03-29,142,0,27,115
Senegal,2020-03-30,162,0,28,134
Senegal,2020-03-31,175,0,40,135
Senegal,2020-04-01,175,0,40,135
Senegal,2020-04-02,195,1,55,139
Senegal,2020-04-03,207,1,66,140
Senegal,2020-04-04,219,2,72,145
Senegal,2020-04-05,219,2,72,145
Senegal,2020-04-06,226,2,92,132
Mauritius,2020-03-18,3,0,0,3
Mauritius,2020-03-19,7,0,0,7
Mauritius,2020-03-20,12,1,0,11
Mauritius,2020-03-21,14,2,0,12
Mauritius,2020-03-22,28,2,0,26
Mauritius,2020-03-23,36,2,0,34
Mauritius,2020-03-24,42,2,0,40
Mauritius,2020-03-25,48,2,0,46
Mauritius,2020-03-26,81,2,0,79
Mauritius,2020-03-27,94,2,0,92
Mauritius,2020-03-28,102,2,0,100
Mauritius,2020-03-29,107,2,0,105
Mauritius,2020-03-30,128,3,0,125
Mauritius,2020-03-31,147,5,0,142
Mauritius,2020-04-01,161,6,0,155
Mauritius,2020-04-02,169,7,0,162
Mauritius,2020-04-03,186,7,0,179
Mauritius,2020-04-04,196,7,0,189
Mauritius,2020-04-05,227,7,0,220
Mauritius,2020-04-06,244,7,4,233
Mauritius,2020-04-07,268,7,8,253
Mauritius,2020-04-08,273,7,19,247
Mauritius,2020-04-09,314,7,23,284
Mauritius,2020-04-10,318,9,23,286
Mauritius,2020-04-11,319,9,28,282
Mauritius,2020-04-12,324,9,42,273
Mauritius,2020-04-13,324,9,42,273
Mauritius,2020-04-14,324,9,51,264
Mauritius,2020-04-15,324,9,65,250
Mauritius,2020-04-16,324,9,81,234
Mauritius,2020-04-17,324,9,108,207
Mauritius,2020-04-18,325,9,180,136
Mauritius,2020-04-19,328,9,208,111
Mauritius,2020-04-20,328,9,224,95
Democratic Republic of the Congo,2020-04-20,332,25,27,280
Montenegro,2020-03-17,2,0,0,2
Montenegro,2020-03-18,8,0,0,8
Montenegro,2020-03-19,13,0,0,13
Montenegro,2020-03-20,14,0,0,14
Montenegro,2020-03-21,16,0,0,16
Montenegro,2020-03-22,22,1,0,21
Montenegro,2020-03-23,27,1,0,26
Montenegro,2020-03-24,47,1,0,46
Montenegro,2020-03-25,53,1,0,52
Montenegro,2020-03-26,69,1,0,68
